id,timestamp,text,speaker,reply_to,conversation_id,meta.receiver,meta.absolute_message_index,meta.relative_message_index,meta.year,meta.game_score,meta.game_score_delta,intent
Game9-england-germany-7,171,Just feeling around,germany-Game9,Game9-england-germany-6,Game9-england-germany,england-Game9,171,7,1901,3,0,0
Game11-germany-france-100,1026,Would you be ok with me building army in paris? I would send it over to the south east prob,france-Game11,Game11-germany-france-99,Game11-germany-france,germany-Game11,1026,100,1904,8,-1,0
Game2-turkey-italy-162,1805,"Ok, admittely A Ser -Tri would be worse, but that's still not enough to punch through",turkey-Game2,Game2-turkey-italy-161,Game2-turkey-italy,italy-Game2,1805,162,1903,5,0,0
Game2-austria-germany-470,2683,Wonder if England did,austria-Game2,Game2-austria-germany-469,Game2-austria-germany,germany-Game2,2683,470,1905,8,-1,0
Game11-austria-italy-75,749,"So am I, I’d expect they go through me before they go through you. That is why I need you",austria-Game11,Game11-austria-italy-74,Game11-austria-italy,italy-Game11,749,75,1903,5,0,1
Game4-germany-france-66,758,I'm thinking you want to move to Tyrolia and support Ruhr to Munich while I swing my fleets back south,france-Game4,Game4-germany-france-65,Game4-germany-france,germany-Game4,758,66,1903,5,0,1
Game4-france-russia-11,224,I'm with Austria. Going for turkey,russia-Game4,Game4-france-russia-10,Game4-france-russia,france-Game4,224,11,1901,4,1,1
Game7-germany-russia-76,771,Sure,russia-Game7,Game7-germany-russia-75,Game7-germany-russia,germany-Game7,771,76,1903,6,2,0
Game1-england-italy-54,628,Germany seems on board. Maybe i’m setting myself up to get stabbed. Hope i’m backing the right horse on this one. I’ll shoot for the channel in the spring and then we get germany into belgium. Are you planning to move west?,england-Game1,Game1-england-italy-53,Game1-england-italy,italy-Game1,628,54,1903,5,0,0
Game7-germany-france-10,144,"As I've said before, typically use it control Belgium and make sure that England isn't able to convoy an army onto our lands.",france-Game7,Game7-germany-france-9,Game7-germany-france,germany-Game7,144,10,1901,3,0,1
Game10-turkey-austria-10,272,"Well, I guess my move didn't upload for some reason, but I see it doesn't particularly matter since you betrayed me.",turkey-Game10,Game10-turkey-austria-9,Game10-turkey-austria,austria-Game10,272,10,1901,4,-1,1
Game3-england-germany-164,953,Haha no need to worry,germany-Game3,Game3-england-germany-163,Game3-england-germany,england-Game3,953,164,1904,5,-1,1
Game4-france-russia-341,1450,"messaged turkey, but they havn't responded yet",russia-Game4,Game4-france-russia-340,Game4-france-russia,france-Game4,1450,341,1907,7,-8,1
Game2-england-italy-111,3240,There is no next turn,england-Game2,Game2-england-italy-110,Game2-england-italy,italy-Game2,3240,111,1909,8,3,0
Game1-austria-france-11,351,thanks!,france-Game1,Game1-austria-france-10,Game1-austria-france,austria-Game1,351,11,1902,5,0,0
Game4-england-france-81,535,Germany thinks I'm going to turn on you for belgium.,england-Game4,Game4-england-france-80,Game4-england-france,france-Game4,535,81,1902,4,-2,0
Game12-turkey-france-40,202,Hah nice!,turkey-Game12,Game12-turkey-france-39,Game12-turkey-france,france-Game12,202,40,1901,3,0,0
Game4-turkey-france-8,216,A runaway Russia would not be good for me. Not sure how much I can help though since I'm on the other side of the board. Maybe you can convince Italy to help you against Austria by offering them Greece,france-Game4,Game4-turkey-france-7,Game4-turkey-france,turkey-Game4,216,8,1901,3,0,1
Game1-france-russia-23,910,"Maybe?  I mean, I'm not opposed",russia-Game1,Game1-france-russia-22,Game1-france-russia,france-Game1,910,23,1904,7,1,0
Game8-turkey-russia-34,368,Ok,russia-Game8,Game8-turkey-russia-33,Game8-turkey-russia,turkey-Game8,368,34,1903,5,0,1
Game8-austria-france-55,691,Thanks!,austria-Game8,Game8-austria-france-54,Game8-austria-france,france-Game8,691,55,1905,2,-8,0
Game10-turkey-austria-9,259,"Hey was having NYE dinner with the fam.  Sounds reasonable, I can support that move, even if I can’t guarantee that it succeeds, since Russia could order Ukr and Sev to work together on Rum. But it’s worth a shot!",austria-Game10,Game10-turkey-austria-8,Game10-turkey-austria,turkey-Game10,259,9,1901,3,0,1
Game12-turkey-france-77,748,"In any case, I'm not just gonna sit here and die a slow death.",france-Game12,Game12-turkey-france-76,Game12-turkey-france,turkey-Game12,748,77,1905,6,-4,0
Game9-turkey-austria-25,710,"Sorry I had to lead you along like that -- I wasn't sure if you'd go along with this plan, but now Russia trusts me so we can definitely get into rum and sev and they won't have time to retaliate with the fleet in Bla",turkey-Game9,Game9-turkey-austria-24,Game9-turkey-austria,austria-Game9,710,25,1902,4,-1,1
Game7-england-germany-18,209,Yeah it means he will not be friendly. I’ll be in NTH so I’ll be in a powerful position. I’ll be happy to lend support assuming I am cleared to get Nwy. Just let me know,england-Game7,Game7-england-germany-17,Game7-england-germany,germany-Game7,209,18,1901,3,0,1
Game12-france-russia-30,785,Could you get me intel on England’s next moves?,russia-Game12,Game12-france-russia-29,Game12-france-russia,france-Game12,785,30,1906,11,5,0
Game4-italy-russia-6,230,idk if it's true just letting u know since were allies,russia-Game4,Game4-italy-russia-5,Game4-italy-russia,italy-Game4,230,6,1901,4,1,1
Game4-germany-france-37,434,"At the end of the day I need a dot, whether that's Munich or Belgium or something else. In return I'd push fleets into Irish, English, and MAO, which sets up a convoy into Wales. And I might try to persuade Russia to help you keep Denmark.",france-Game4,Game4-germany-france-36,Game4-germany-france,germany-Game4,434,37,1902,6,1,1
Game9-italy-russia-254,1197,I’ll be arguing it too,italy-Game9,Game9-italy-russia-253,Game9-italy-russia,russia-Game9,1197,254,1902,5,-2,0
Game1-italy-germany-144,1548,Here’s the deal: I like you better than England.,italy-Game1,Game1-italy-germany-143,Game1-italy-germany,germany-Game1,1548,144,1906,8,3,1
Game6-germany-france-117,492,"Tsk tsk, I told you I was right",france-Game6,Game6-germany-france-116,Game6-germany-france,germany-Game6,492,117,1909,7,4,1
Game4-germany-russia-4,58,I have heard some murmers of England wanting to attack you.,russia-Game4,Game4-germany-russia-3,Game4-germany-russia,germany-Game4,58,4,1901,4,1,1
Game2-turkey-germany-120,1679,Barely. For the opposite reason (me giving away stuff),turkey-Game2,Game2-turkey-germany-119,Game2-turkey-germany,germany-Game2,1679,120,1903,5,-2,1
Game1-england-italy-258,1782,"I think we should focus on getting your army to Pic this turn, and I can support you to Paris in the Fall.",italy-Game1,Game1-england-italy-257,Game1-england-italy,england-Game1,1782,258,1907,10,5,1
Game5-turkey-russia-16,172,"Black to Sev, Sev to Rum, Ukr to War, BOT to Swe.",russia-Game5,Game5-turkey-russia-15,Game5-turkey-russia,turkey-Game5,172,16,1901,4,1,1
Game1-italy-russia-54,1591,😎,italy-Game1,Game1-italy-russia-53,Game1-italy-russia,russia-Game1,1591,54,1906,8,2,0
Game4-england-germany-58,399,Oh sorry missed this,germany-Game4,Game4-england-germany-57,Game4-england-germany,england-Game4,399,58,1902,5,1,0
Game2-turkey-england-54,3102,What do you suggest?,england-Game2,Game2-turkey-england-53,Game2-turkey-england,turkey-Game2,3102,54,1908,8,4,0
Game5-turkey-austria-0,6,"Hello Turkey. We share natural enemies in Russia and Italy, so I'm interested in a partnership between the two of us.",austria-Game5,,Game5-turkey-austria,turkey-Game5,6,0,1901,3,0,1
Game7-austria-italy-132,959,Is that ok?,austria-Game7,Game7-austria-italy-131,Game7-austria-italy,italy-Game7,959,132,1909,4,1,0
Game4-england-germany-73,497,Sorry about the delay. I'm willing to exchange Belgium for cooperation against France.,england-Game4,Game4-england-germany-72,Game4-england-germany,germany-Game4,497,73,1902,4,-1,1
Game4-italy-russia-20,777,"I'm trying to make an alliance with turkey., so maybe move in on Austria .Germany and me are at war. Germany will fall soon with the pressure from me and France. Feel free to join us in Tyr.",russia-Game4,Game4-italy-russia-19,Game4-italy-russia,italy-Game4,777,20,1903,5,1,1
Game4-italy-russia-18,764,what are your dealings with Germany and Austria like?,italy-Game4,Game4-italy-russia-17,Game4-italy-russia,russia-Game4,764,18,1903,4,-1,0
Game11-austria-germany-127,645,Though if you told  the Italians that you were moving on Bulgaria they might be understandably miffed to have missed that opportunity.,germany-Game11,Game11-austria-germany-126,Game11-austria-germany,austria-Game11,645,127,1902,5,1,0
Game9-england-france-25,333,"Ok... I believe you. Also, I don't think germany is the most seasoned diplomacy player... he told me he wanted to have an alliance with me, but that I HAD to give him belgium, holland, and denmark in return",england-Game9,Game9-england-france-24,Game9-england-france,france-Game9,333,25,1901,3,0,1
Game1-austria-italy-55,644,"'til death or end of beta do us part, then 😛",austria-Game1,Game1-austria-italy-54,Game1-austria-italy,italy-Game1,644,55,1903,5,0,0
Game12-turkey-france-105,867,"Yeah, I get it.  I guess we could lock down on position a bit: Tys S Ion-Tun, Ion-Tun, Wes S Tun, Tun H, and that way I am not in Tus, and Tunis is locked down safely as well?  I wouldn't be pulling out if Tys in that case.",turkey-Game12,Game12-turkey-france-104,Game12-turkey-france,france-Game12,867,105,1907,12,4,1
Game1-italy-germany-313,2535,"You have been given an apple laced with poison. England’s only move there was to make you hate me, and he did his job well. 

You should not let your view of me be defined by someone who has an incentive to make you never speak to me again. We can talk about it more after the game, but I had every intention of continuing to work with you, and I would have done that until England made his play.",italy-Game1,Game1-italy-germany-312,Game1-italy-germany,germany-Game1,2535,313,1908,13,6,1
Game1-turkey-austria-0,0,"Hello there! What's your general plan for this game? My inclination when I play Austria is to piss off as few people as possible, so I don't plan on making any overtly aggressive moves this turn.",austria-Game1,,Game1-turkey-austria,turkey-Game1,0,0,1901,3,0,0
Game4-england-germany-35,232,"And I hate to be so greedy to open up but I'm nervous that if I forego a build it opens me up to have Russia, France or both collapse on me and then we're really fucked. Particularly if France walks into Munich, I'll need both builds badly",germany-Game4,Game4-england-germany-34,Game4-england-germany,england-Game4,232,35,1901,3,0,1
Game2-austria-germany-383,2449,Hmmm,germany-Game2,Game2-austria-germany-382,Game2-austria-germany,austria-Game2,2449,383,1905,9,1,0
Game9-austria-italy-27,687,what do you suggest.  also what did you think about what I said about France,austria-Game9,Game9-austria-italy-26,Game9-austria-italy,italy-Game9,687,27,1902,5,1,0
Game1-england-italy-319,1865,"Well, I’m not next to Munich now, so there isn’t much I can do about that. Maybe in the Fall.",italy-Game1,Game1-england-italy-318,Game1-england-italy,england-Game1,1865,319,1907,10,5,1
Game4-england-russia-117,1529,Hello comrade sorry about the delay class has been hectic. I'm down to go out in a blaze of glory I'll help you out,england-Game4,Game4-england-russia-116,Game4-england-russia,russia-Game4,1529,117,1907,3,-4,1
Game7-england-france-36,415,I can support Lvp into Hol maybe but a bit worried about where Lon would go,france-Game7,Game7-england-france-35,Game7-england-france,england-Game7,415,36,1902,6,2,1
Game1-italy-france-38,735,"I believe I am getting a build this turn (crossing my fingers), and I plan to build A Ven to set up an invasion of Austria.",italy-Game1,Game1-italy-france-37,Game1-italy-france,france-Game1,735,38,1903,5,-1,1
Game1-england-italy-439,2448,Welll there’s a bit of an out of game thing affecting my play on some matters. And I kind of want to leave this vague since this will be in a dataset and whatever. But after the stab i thought the least i could do was make you aware.,england-Game1,Game1-england-italy-438,Game1-england-italy,italy-Game1,2448,439,1907,6,-7,1
Game9-germany-france-17,420,Yeah that was not the move in retrospect,germany-Game9,Game9-germany-france-16,Game9-germany-france,france-Game9,420,17,1901,5,0,0
Game7-austria-italy-110,811,Will you be available then?,italy-Game7,Game7-austria-italy-109,Game7-austria-italy,austria-Game7,811,110,1906,7,3,1
Game11-turkey-austria-263,1375,I’m supporting myself to hold. I ask that you play defense.,turkey-Game11,Game11-turkey-austria-262,Game11-turkey-austria,austria-Game11,1375,263,1909,6,3,0
Game12-england-france-75,497,Can you support A Bur-Ruh? Then I can support a hold in Hol.,france-Game12,Game12-england-france-74,Game12-england-france,england-Game12,497,75,1903,5,0,0
Game4-austria-france-23,388,"Well, I found an ally since I think Russia will move to Silesia to pull some German units away from Munich",france-Game4,Game4-austria-france-22,Game4-austria-france,austria-Game4,388,23,1902,6,2,1
Game2-england-germany-319,2239,I’m kinda busy this evening so I hope you guys can put together a good strategy,germany-Game2,Game2-england-germany-318,Game2-england-germany,england-Game2,2239,319,1905,9,3,0
Game7-turkey-italy-4,559,Ok lets do that,turkey-Game7,Game7-turkey-italy-3,Game7-turkey-italy,italy-Game7,559,4,1902,4,0,1
Game1-england-italy-329,1913,"Here is what I have down right now:
MAO S Brest
WES S MAO
LYO - TYR S
Spa - Gas
Pie - Mar
Ven - Tyr
Nap - ION",italy-Game1,Game1-england-italy-328,Game1-england-italy,england-Game1,1913,329,1907,10,5,1
Game2-england-italy-103,3171,we don't let germany win,england-Game2,Game2-england-italy-102,Game2-england-italy,italy-Game2,3171,103,1909,8,3,1
Game9-england-germany-29,334,"You could. I think it would be better to get Holland now and Denmark later though, since that would put more pressure on france and would also be more defensively sound.",england-Game9,Game9-england-germany-28,Game9-england-germany,germany-Game9,334,29,1901,3,0,1
Game8-austria-france-31,498,"It's fine if you don't, we may be able to push T out in fall",austria-Game8,Game8-austria-france-30,Game8-austria-france,france-Game8,498,31,1903,2,-6,0
Game2-england-russia-0,13,Hello Russia. Have you worked out what you’re doing with turkey and Austria yet? I’m thinking of going anti Germany but want to see how we align in the north first.,england-Game2,,Game2-england-russia,russia-Game2,13,0,1901,3,-1,1
Game3-england-germany-314,1397,*last season,germany-Game3,Game3-england-germany-313,Game3-england-germany,england-Game3,1397,314,1905,7,1,0
Game1-austria-italy-139,2293,"Oh man. I’m getting a lot of hate mail out west. Not fun. I think Germany has a pretty low opinion of me, and it sounds like she and Russia are developing a bit of a romance. 

I am totally cool with you taking back Trieste this turn, and I am thankful that you loaned it to me in the first place. But I’d prefer if you wait to take Greece until you can actually use the build. It would make things quite a bit tougher for me if I have to take a unit off the board especially if we don’t get an extra unit in the east to compensate.",italy-Game1,Game1-austria-italy-138,Game1-austria-italy,austria-Game1,2293,139,1907,10,4,1
Game1-italy-france-102,1336,And you won't take any of my other centers until we wipe out England?At the moment I'm defending both.,france-Game1,Game1-italy-france-101,Game1-italy-france,italy-Game1,1336,102,1905,5,-2,1
Game2-italy-germany-409,3035,I mean I get it bouncing makes sense if you’re you’re not paying attention,germany-Game2,Game2-italy-germany-408,Game2-italy-germany,italy-Game2,3035,409,1907,10,4,0
Game7-italy-russia-1,104,I'm still figuring it out.,italy-Game7,Game7-italy-russia-0,Game7-italy-russia,russia-Game7,104,1,1901,3,-1,1
Game4-france-russia-305,1379,Sure,france-Game4,Game4-france-russia-304,Game4-france-russia,russia-Game4,1379,305,1906,12,3,0
Game1-italy-france-58,994,"So...I really like your message, and I’m trying to think how it could all work.",italy-Game1,Game1-italy-france-57,Game1-italy-france,france-Game1,994,58,1904,6,0,0
Game11-germany-france-11,241,"I don't trust the French not to try to play me for a patsy and you're far more communicative anyways, might as well tell you stuff that'll give you the upper hand.",germany-Game11,Game11-germany-france-10,Game11-germany-france,france-Game11,241,11,1901,3,0,1
Game1-germany-france-37,625,"Let's say he gets 2 builds and builds 2 fleets. Am I going to be able to stop him, even if Russia and I team up? He'll dominate the entire ocean.",france-Game1,Game1-germany-france-36,Game1-germany-france,germany-Game1,625,37,1903,6,2,1
Game2-england-germany-43,1012,You should grab Sweden.,england-Game2,Game2-england-germany-42,Game2-england-germany,germany-Game2,1012,43,1902,5,0,0
Game1-italy-germany-156,1580,"Absolutely. 

You and I have discussed our moves and been honest with each other every turn. But we have not been sharing all our moves or pre-clearing all of our moves. So that would have Ben a surprise in the same way that your moves are a surprise to me. (I never tell you what to do or insist on knowing).",italy-Game1,Game1-italy-germany-155,Game1-italy-germany,germany-Game1,1580,156,1906,8,3,0
Game3-germany-france-40,1294,That’s good!,germany-Game3,Game3-germany-france-39,Game3-germany-france,france-Game3,1294,40,1905,7,3,1
Game9-germany-russia-137,1498,How so? With the North Sea fleet?,germany-Game9,Game9-germany-russia-136,Game9-germany-russia,russia-Game9,1498,137,1904,5,-5,0
Game3-turkey-italy-67,1642,"It's been a long weekend. Getting back into the dip mindset, do you think you can trust England to keep off your north?

If so, let's look at getting you Rum and Bul this year.",italy-Game3,Game3-turkey-italy-66,Game3-turkey-italy,turkey-Game3,1642,67,1907,8,4,0
Game1-austria-italy-132,2073,"I like that. I was thinking that you would move Bud back to Tri, but this is much better. It keeps forward momentum. And yes, you should take back Tri now. That will make builds easier as we move forward.",italy-Game1,Game1-austria-italy-131,Game1-austria-italy,austria-Game1,2073,132,1907,10,4,1
Game1-england-italy-435,2439,Love is a game. And it’s wise to stay away from your ex if the relationship was toxic,england-Game1,Game1-england-italy-434,Game1-england-italy,italy-Game1,2439,435,1907,6,-7,0
Game1-england-russia-32,613,Any thoughts? You looking to keep pushing on Germany?,russia-Game1,Game1-england-russia-31,Game1-england-russia,england-Game1,613,32,1903,6,1,0
Game4-england-france-89,599,What's up?,england-Game4,Game4-england-france-88,Game4-england-france,france-Game4,599,89,1902,4,-2,0
Game10-austria-italy-60,704,"I most likely won't get in - if I were England, I'd use NAf to support Tun this season.  In which case Tys and Ion can work together to attack it next season.  But if I do get in, we get you that one back or Spain (if we can get France into Portugal at some point), whichever is easiest to juggle around.  If you ended up with *both* Spain and got Tunis back, am I just using three of my units out of the goodness of my heart?  ;P  - but seriously, priority one is push England out of the Med, priority two is to crack the E/G defense line, and beyond that, we just make sure to divide spoils fairly, and in a defensible way (no point in me owning Portugal, as how could I defend that?)",austria-Game10,Game10-austria-italy-59,Game10-austria-italy,italy-Game10,704,60,1905,7,3,1
Game2-england-italy-60,1403,Me and Germany are iffy,england-Game2,Game2-england-italy-59,Game2-england-italy,italy-Game2,1403,60,1902,5,1,0
Game1-england-germany-258,1454,"🙄 Italy said that you were plotting against me, too! They're just trying to make us suspicious of each other!",germany-Game1,Game1-england-germany-257,Game1-england-germany,england-Game1,1454,258,1906,5,0,1
Game9-england-germany-13,284,"If you agree to attacking france, I would be willing to let you have Holland AND Belgium. I would launch a full-on russia attack, with Yorkshire to Norway, and Nwg to Bar. Denmark would be left empty for that year and then you or me (depending on the situation) could get it in 1902. What do you think?",england-Game9,Game9-england-germany-12,Game9-england-germany,germany-Game9,284,13,1901,3,0,1
Game3-england-germany-13,89,That’s the plan!,germany-Game3,Game3-england-germany-12,Game3-england-germany,england-Game3,89,13,1901,3,0,0
Game1-austria-italy-121,1758,"Yes, we need to take that in swiftly. Let’s see what the builds look like and make a plan.",italy-Game1,Game1-austria-italy-120,Game1-austria-italy,austria-Game1,1758,121,1906,10,4,1
Game4-italy-france-14,358,Turkey said he plans to flip sides and pursue a Russia Turkey alliance. I would definitely watch out for that,france-Game4,Game4-italy-france-13,Game4-italy-france,italy-Game4,358,14,1902,6,2,1
Game9-italy-russia-322,1414,You have been wonderful all game but as you hit double digits I have to start worrying about a solo...,italy-Game9,Game9-italy-russia-321,Game9-italy-russia,russia-Game9,1414,322,1903,5,-5,0
Game4-england-russia-0,6,"Hello Russia, I am curious as to whether or not you would be content to split Scandinavia equally between yourself, Germany, and me. Does that prospect interest you?",england-Game4,,Game4-england-russia,russia-Game4,6,0,1901,3,-1,1
Game4-italy-russia-7,231,Germany(who says is allied with Austria) is telling me that they are planning on attacking you,russia-Game4,Game4-italy-russia-6,Game4-italy-russia,italy-Game4,231,7,1901,4,1,1
Game5-germany-france-2,115,I'm in,germany-Game5,Game5-germany-france-1,Game5-germany-france,france-Game5,115,2,1901,3,0,1
Game2-austria-germany-139,874,He can keep turkey busy,germany-Game2,Game2-austria-germany-138,Game2-austria-germany,austria-Game2,874,139,1902,5,0,0
Game4-france-russia-208,1143,So I would probably build an army in St Petersburg even if you are on board with attacking England,france-Game4,Game4-france-russia-207,Game4-france-russia,russia-Game4,1143,208,1904,9,2,1
Game4-france-russia-104,792,Hey,france-Game4,Game4-france-russia-103,Game4-france-russia,russia-Game4,792,104,1903,5,0,0
Game4-austria-germany-5,47,Yeah sounds like a good plan :),germany-Game4,Game4-austria-germany-4,Game4-austria-germany,austria-Game4,47,5,1901,3,0,1
Game2-italy-france-7,307,You can take Tunis and we can demilitarize the Western Med area while we deal with our more pressing concerns,france-Game2,Game2-italy-france-6,Game2-italy-france,italy-Game2,307,7,1901,3,0,0
Game12-turkey-russia-382,943,"“Could you please slow down killing them so brutally so I can catch up?”  That’d be some pretty sad shit!  If I deserved to be doing better, I’d have outplayed France’s tactics or convinced them to somehow be somewhere else.",turkey-Game12,Game12-turkey-russia-381,Game12-turkey-russia,russia-Game12,943,382,1907,13,2,1
Game2-turkey-france-9,751,He contacted me,france-Game2,Game2-turkey-france-8,Game2-turkey-france,turkey-Game2,751,9,1902,5,0,1
Game11-germany-italy-9,133,"I'd greatly prefer you end up on Austria's side of that conflict all things considered, but if things don't go his way I wouldn't blame you for siding against them.",germany-Game11,Game11-germany-italy-8,Game11-germany-italy,italy-Game11,133,9,1901,3,0,0
Game6-turkey-france-47,467,^most likely,france-Game6,Game6-turkey-france-46,Game6-turkey-france,turkey-Game6,467,47,1909,7,-10,1
Game2-england-germany-137,1520,"Basically no harm done, but like if you do fuck me, instead of my mission being kill Austria it’s gonna change to you lol",germany-Game2,Game2-england-germany-136,Game2-england-germany,england-Game2,1520,137,1902,7,2,0
Game1-italy-russia-67,1935,I believe that England would like me to support you to Munich in the Fall. And that’s possible. But perhaps getting you to Budapest might work out better for you? I don’t know — how do you the board right now?,italy-Game1,Game1-italy-russia-66,Game1-italy-russia,russia-Game1,1935,67,1907,10,5,1
Game6-germany-france-107,476,"I was thinking A Ber - Sil
F Kie - BAL

with

F BAL - BOT
F Nwy - Stp/nc
F Pru S Stp - Lvn
A Stp - Lvn

and

A Hol - Ruh
A Mun - Boh
A Pie - Tyr
F Tun S TYS - ION
A Tus - Rom
F TYS - ION

I think Munich is safe no matter what happens (except if he vacates Bohemia).
St Petersburg is most likely locked down.
He expects you to move to Venice.  My guess is that he'll support himself on.  Let him.  You'll either slide into Rome or stop his fleet from doing the same.
Your fleet in TYS is protected.
I get to build an army, which should be the nail in the coffin of his chances to take a centre north of Switzerland.

Thoughts?",germany-Game6,Game6-germany-france-106,Game6-germany-france,france-Game6,476,107,1909,3,-4,0
Game5-turkey-germany-1,162,I'm not on good odds with Russia at this point so wouldn't mind working together against them,turkey-Game5,Game5-turkey-germany-0,Game5-turkey-germany,germany-Game5,162,1,1901,3,0,0
Game4-france-russia-348,1508,"Fair enough. I made some lucky guesses in the south, but I'm pretty sure you have me stopped. I have a 3 way draw set, so it will really depend on how fast England gets eliminated.",france-Game4,Game4-france-russia-347,Game4-france-russia,russia-Game4,1508,348,1907,15,8,1
Game12-turkey-russia-326,843,What should I do with my next moveset?,russia-Game12,Game12-turkey-russia-325,Game12-turkey-russia,turkey-Game12,843,326,1907,11,-1,0
Game12-turkey-italy-26,595,"Sure, understood.  How about this to fix it: Tys S Tun-Wes, Ion-Tun?  You take back a dot, but we push the position forwards toward Iberia?",turkey-Game12,Game12-turkey-italy-25,Game12-turkey-italy,italy-Game12,595,26,1904,9,5,1
Game12-turkey-russia-166,525,Amen!!,russia-Game12,Game12-turkey-russia-165,Game12-turkey-russia,turkey-Game12,525,166,1903,5,0,0
Game4-france-russia-342,1465,Ok lets do a convoy into clyde,russia-Game4,Game4-france-russia-341,Game4-france-russia,france-Game4,1465,342,1907,7,-8,1
Game2-germany-france-19,754,"Because I suspect that we’d just bounce, I have a better plan to attack the Irish Sea",france-Game2,Game2-germany-france-18,Game2-germany-france,germany-Game2,754,19,1902,5,0,1
Game9-turkey-austria-14,683,we could coordinate an attack on Rum while I deploy my fleets towards Italy perhaps?,turkey-Game9,Game9-turkey-austria-13,Game9-turkey-austria,austria-Game9,683,14,1902,4,-1,1
Game9-italy-germany-5,257,How’s it going in the West? Was that bounce in Bur arranged?,italy-Game9,Game9-italy-germany-4,Game9-italy-germany,germany-Game9,257,5,1901,3,0,0
Game11-germany-france-103,1032,"Do you still want belgium? At this point our borders are like, super demiliterized, which is pretty nice, but at this point I do trust you, if you want to have it. If you want an center it would prob be better for you to have belgium than enland. Or do you even want a center, since you already have 1 more than me.",france-Game11,Game11-germany-france-102,Game11-germany-france,germany-Game11,1032,103,1905,8,-1,1
Game6-turkey-france-28,415,"England has just as many units as Russia, but they are going to be very difficult to eliminate, while Russia will be easy to wipe out. I have already talked to england about this and they are on board.",france-Game6,Game6-turkey-france-27,Game6-turkey-france,turkey-Game6,415,28,1906,11,3,1
Game12-turkey-russia-242,660,"So I propose A Bud s Ser-Tri, Ser-Tri, Gre-Alb, Bul-Gre",turkey-Game12,Game12-turkey-russia-241,Game12-turkey-russia,russia-Game12,660,242,1905,8,-2,0
Game1-england-italy-424,2351,This is getting tricky.,italy-Game1,Game1-england-italy-423,Game1-england-italy,england-Game1,2351,424,1907,10,5,0
Game3-england-germany-403,1843,I'll support hold Moscow and moscow will support you to ukr. Also I'll ask the if we can get a  group chat for us,england-Game3,Game3-england-germany-402,Game3-england-germany,germany-Game3,1843,403,1909,8,0,0
Game7-italy-france-16,911,Iuch,italy-Game7,Game7-italy-france-15,Game7-italy-france,france-Game7,911,16,1908,4,-6,1
Game1-england-italy-50,578,"Funny enough, he tells me it’s anti-English.",italy-Game1,Game1-england-italy-49,Game1-england-italy,england-Game1,578,50,1903,5,0,1
Game11-austria-france-21,936,"Would you be willing to support Tyr to venice? In return I will support you into one of italys centers in the future. This move will also get my troop out of  Tyr, which, understandably, you don't like",france-Game11,Game11-austria-france-20,Game11-austria-france,austria-Game11,936,21,1904,7,1,1
Game3-austria-italy-3,156,"They seem nice enough just wanted to be careful since they haven't been speaking as much. Russia seems nice enough, haven't really gotten any info from Russia.",austria-Game3,Game3-austria-italy-2,Game3-austria-italy,italy-Game3,156,3,1901,3,0,1
Game5-england-russia-20,257,"Alright, thanks for your understanding, I would like that arrangement",england-Game5,Game5-england-russia-19,Game5-england-russia,russia-Game5,257,20,1902,5,-1,1
Game4-austria-russia-51,1460,"I know you probably don't want to work with me, but if you want for it to be a win (including you) then we should definitly work together",russia-Game4,Game4-austria-russia-50,Game4-austria-russia,austria-Game4,1460,51,1907,7,5,1
Game1-italy-germany-275,2184,"England has not said anything of substance to me. He was gracious about my move, but he won’t trust me again, and I would not trust anything he might say at this point. I haven’t asked him about his moves and he hasn’t told me.",italy-Game1,Game1-italy-germany-274,Game1-italy-germany,germany-Game1,2184,275,1907,10,3,1
Game11-turkey-austria-45,468,What is Serbia doing?  Maybe Serbia can support me into Rumania?,turkey-Game11,Game11-turkey-austria-44,Game11-turkey-austria,austria-Game11,468,45,1902,4,0,0
Game1-germany-france-32,570,"You put up quite a strong defense against me, which I'm sure was your goal",france-Game1,Game1-germany-france-31,Game1-germany-france,germany-Game1,570,32,1902,6,2,0
Game8-england-germany-6,207,Good to know.,england-Game8,Game8-england-germany-5,Game8-england-germany,germany-Game8,207,6,1902,4,-1,1
Game1-italy-france-41,787,"Just saw the moves, and then read your messages. OK- I trust you, but don't fuck me on this. I do have a back up plan, but I'd like to not go there 😁.",france-Game1,Game1-italy-france-40,Game1-italy-france,italy-Game1,787,41,1903,6,1,1
Game7-turkey-italy-3,519,I think Austria is about dead anyway. Might as well.,italy-Game7,Game7-turkey-italy-2,Game7-turkey-italy,turkey-Game7,519,3,1902,4,0,1
Game4-turkey-france-61,1260,He's angry at me- so not sure how helpful he will be against Russia. I bet Austria will be taking supply centers from me this turn.,france-Game4,Game4-turkey-france-60,Game4-turkey-france,turkey-Game4,1260,61,1906,12,6,1
Game9-france-russia-17,116,"My conversation with Germany was very brief. All I know is that they agreed to a bounce on Burgundy, which is kind of a no brainer for them if they believe that I am going to Burgundy. Which I am, and I told them so.",france-Game9,Game9-france-russia-16,Game9-france-russia,russia-Game9,116,17,1901,3,-1,0
Game10-italy-germany-47,482,Not sure what you mean there,italy-Game10,Game10-italy-germany-46,Game10-italy-germany,germany-Game10,482,47,1903,4,-2,0
